name,gender,birth_date,birth_country,country,country_code,discipline,discipline_code,residence_country,height_m/ft
ALFADHEL Abdulrahman,Male,1994-07-09,NA,Kuwait,KUW,Rowing,ROW,NA,NA
ALFARAJ Salman,Male,1989-08-01,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,NA,1.79/5'10''
ALFONSO DOMINGUEZ Loren Berto,Male,1995-07-28,Cuba,Azerbaijan,AZE,Boxing,BOX,Azerbaijan,NA
ALGHANNAM Khalid,Male,2000-11-08,NA,Saudi Arabia,KSA,Football,FBL,NA,1.71/5'7''
ALGOTSSON OSTHOLT Sara,Female,1974-12-08,Sweden,Sweden,SWE,Equestrian,EQU,Germany,NA
ALHAMDDAN Abdullah,Male,1999-09-13,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,NA,1.83/6'0''
ALHAMMADI Mohamed,Male,1991-08-02,United Arab Emirates,United Arab Emirates,UAE,Athletics,ATH,NA,NA
ALHASSAN Ali,Male,1997-03-04,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,NA,1.82/5'11''
ALHASSANE Ismael,Male,1994-07-14,NA,Niger,NIG,Judo,JUD,NA,NA
ALHINDAWI Odai Riyad Adel,Male,1991-07-28,Jordan,Jordan,JOR,Boxing,BOX,Jordan,NA
ALHUMAYD Mahmoud Mohammed S,Male,1993-09-05,NA,Saudi Arabia,KSA,Weightlifting,WLF,NA,NA
ALI Ali Merza,Male,1988-07-07,Bahrain,Bahrain,BRN,Handball,HBL,NA,1.84/6'0''
ALI Hasan,Male,1998-06-18,NA,Bahrain,BRN,Handball,HBL,NA,1.79/5'10''
ALI Laila,Female,2000-08-22,NA,Egypt,EGY,Artistic Swimming,SWA,NA,NA
ALI Mohamed,Male,1987-04-17,Bahrain,Bahrain,BRN,Handball,HBL,Bahrain,1.87/6'1''
ALI Mohamed,Male,1989-08-12,Bahrain,Bahrain,BRN,Handball,HBL,NA,1.87/6'1''
ALI MOHAMED Souhra,Female,1994-11-23,Djibouti,Djibouti,DJI,Athletics,ATH,NA,NA
ALI Ramla Said Ahmed,Female,1989-09-16,Somalia,Somalia,SOM,Boxing,BOX,NA,NA
ALI Selin,Female,2002-02-14,Bulgaria,Bulgaria,BUL,Shooting,SHO,Bulgaria,1.59/5'2''
ALI ZADA Masomah,Female,1996-03-11,Afghanistan,EOR,EOR,Cycling Road,CRD,France,NA
ALIEV Mourad,Male,1995-07-31,Russian Federation,France,FRA,Boxing,BOX,France,NA
ALIKAJ Ahmad,Male,1991-06-05,Syrian Arab Republic,EOR,EOR,Judo,JUD,Germany,NA
ALIMURADOVA Laman,Female,2004-11-29,Azerbaijan,Azerbaijan,AZE,Rhythmic Gymnastics,GRY,Azerbaijan,1.52/4'11''
ALINE,Female,1989-04-15,NA,Brazil,BRA,Football,FBL,NA,1.62/5'3''
ALIPOV Alexey,Male,1975-08-07,Russian Federation,ROC,ROC,Shooting,SHO,Russian Federation,NA
ALIREZA Husein,Male,1993-08-27,Great Britain,Saudi Arabia,KSA,Rowing,ROW,Saudi Arabia,1.90/6'2''
ALIYEV Haji,Male,1991-04-21,Azerbaijan,Azerbaijan,AZE,Wrestling,WRE,Azerbaijan,NA
ALIYEV Tayfur,Male,1997-01-01,NA,Azerbaijan,AZE,Boxing,BOX,NA,NA
ALIZADEH Dara,Male,1993-08-27,NA,Bermuda,BER,Rowing,ROW,NA,NA
ALIZADEH ZENOORIN Kimia,Female,1998-07-10,Islamic Republic of Iran,EOR,EOR,Taekwondo,TKW,Germany,NA
AL-KAABI Fatimah Abbas Waheeb,Female,2000-04-23,NA,Iraq,IRQ,Shooting,SHO,NA,1.60/5'2''
ALKANA Antonio,Male,1990-04-12,South Africa,South Africa,RSA,Athletics,ATH,South Africa,NA
AL-KANJARI Amur Salim Ramadhan,Male,2000-10-16,NA,Oman,OMA,Weightlifting,WLF,NA,NA
ALKASBEH Obada Mohammad Mustafa,Male,1994-07-30,Jordan,Jordan,JOR,Boxing,BOX,Jordan,NA
ALKHADRAWI Ali,Male,1997-05-31,Saudi Arabia,Saudi Arabia,KSA,Table Tennis,TTE,Germany,NA
ALKHULAIF Ayman,Male,1997-05-22,NA,Saudi Arabia,KSA,Football,FBL,NA,1.66/5'5''
ALLEMAND Julie,Female,1996-07-07,Belgium,Belgium,BEL,Basketball,BKB,Belgium,1.74/5'8''
ALLEN Bec,Female,1992-11-06,Australia,Australia,AUS,Basketball,BKB,NA,1.88/6'2''
ALLEN Bertram,Male,1995-08-01,Ireland,Ireland,IRL,Equestrian,EQU,Germany,NA
ALLEN Devon,Male,1994-12-12,United States of America,United States of America,USA,Athletics,ATH,United States of America,NA
ALLEN Nathon,Male,1995-10-28,Jamaica,Jamaica,JAM,Athletics,ATH,NA,NA
ALLEN Nick,Male,1998-10-08,United States of America,United States of America,USA,Baseball/Softball,BSB,NA,2.03/6'7''
ALLICOCK Keevin,Male,1999-06-09,Guyana,Guyana,GUY,Boxing,BOX,NA,NA
ALLIKVEE Martin,Male,1995-03-21,Estonia,Estonia,EST,Swimming,SWM,Estonia,NA
ALLMAN Valarie,Female,1995-02-23,United States of America,United States of America,USA,Athletics,ATH,United States of America,NA
ALMADA Thiago,Male,2001-04-26,NA,Argentina,ARG,Football,FBL,NA,1.71/5'7''
ALMANZA Rose Mary,Female,1992-07-13,Cuba,Cuba,CUB,Athletics,ATH,NA,NA
ALMAQABI Ahmed,Male,1994-10-26,Bahrain,Bahrain,BRN,Handball,HBL,NA,1.72/5'7''
ALMAS Deniz,Male,1997-07-17,NA,Germany,GER,Athletics,ATH,Germany,NA
ALMASATFA Abdel Rahman,Male,1996-05-26,NA,Jordan,JOR,Karate,KTE,Jordan,NA
ALMATROOSHI Yousuf,Male,2003-06-01,NA,United Arab Emirates,UAE,Swimming,SWM,United Arab Emirates,NA
ALMEIDA Joao,Male,1998-08-05,Portugal,Portugal,POR,Cycling Road,CRD,NA,1.78/5'10''
ALMEIDA Nathalia,Female,1996-12-14,Brazil,Brazil,BRA,Swimming,SWM,NA,NA
ALMEIDA Teresa,Female,1988-04-05,Angola,Angola,ANG,Handball,HBL,NA,1.72/5'7''
ALMOSAWI Sayed Mohammed,Male,1995-05-12,NA,Kuwait,KUW,Karate,KTE,Kuwait,NA
ALMUTAIRI Saeid,Male,1968-09-23,Saudi Arabia,Saudi Arabia,KSA,Shooting,SHO,NA,NA
ALNAJI Sami,Male,1997-02-07,NA,Saudi Arabia,KSA,Football,FBL,Saudi Arabia,1.76/5'9''
AL-OBAIDLY Abdulaziz,Male,2001-09-28,Qatar,Qatar,QAT,Swimming,SWM,Qatar,NA
ALOMRAN Nasser,Male,1997-07-13,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,NA,1.70/5'6''
ALONSO Agostina,Female,1995-10-01,Argentina,Argentina,ARG,Hockey,HOC,Argentina,NA
ALONSO Alejandra,Female,1996-10-01,Paraguay,Paraguay,PAR,Rowing,ROW,Paraguay,NA
ALONSO Alejandro,Male,1999-02-14,Spain,Spain,ESP,Hockey,HOC,Spain,1.79/5'10''
ALONSO Luana,Female,2004-03-19,Paraguay,Paraguay,PAR,Swimming,SWM,NA,NA
ALOTHMANI Ala,Male,1984-07-06,Tunisia,Tunisia,TUN,Shooting,SHO,Tunisia,NA
ALQAHTANI Tahani,Female,1999-08-03,NA,Saudi Arabia,KSA,Judo,JUD,Saudi Arabia,NA
AL-RAIMI Yasameen,Female,1985-11-26,NA,Yemen,YEM,Shooting,SHO,NA,1.68/5'6''
ALRASHIDI Abdullah,Male,1963-08-21,Kuwait,Kuwait,KUW,Shooting,SHO,NA,NA
ALRASHIDI Talal,Male,1993-07-24,Kuwait,Kuwait,KUW,Shooting,SHO,Kuwait,NA
ALRUBAIE Mohammed,Male,1997-08-14,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,NA,1.88/6'2''
AL-SADEQ Julyana,Female,1994-12-09,NA,Jordan,JOR,Taekwondo,TKW,NA,NA
ALSALEEM Seraj Abdulrahim M,Male,1996-02-10,Saudi Arabia,Saudi Arabia,KSA,Weightlifting,WLF,NA,1.75/5'8''
ALSAMAHIJI Hasan,Male,1991-02-22,Bahrain,Bahrain,BRN,Handball,HBL,NA,1.76/5'9''
ALSAYYAD Husain,Male,1988-01-14,Bahrain,Bahrain,BRN,Handball,HBL,NA,1.76/5'9''
ALSHAHRANI Yasser,Male,1992-05-25,Saudi Arabia,Saudi Arabia,KSA,Football,FBL,NA,1.70/5'6''
ALSHAMMARI Mudhawi,Female,1998-04-25,NA,Kuwait,KUW,Athletics,ATH,NA,NA
ALTAYEV Altay,Male,1996-02-14,Kazakhstan,Kazakhstan,KAZ,Water Polo,WPO,NA,NA
ALTENBURG Lisa,Female,1989-09-23,Germany,Germany,GER,Hockey,HOC,Germany,1.57/5'1''
ALTENHUBER Louisa,Female,1995-07-24,NA,Austria,AUT,Rowing,ROW,Austria,1.68/5'6''
ALTHEMAN Maria Suelen,Female,1988-08-12,Brazil,Brazil,BRA,Judo,JUD,NA,NA
ALTO Gaston,Male,1985-07-06,Argentina,Argentina,ARG,Table Tennis,TTE,Argentina,NA
ALTUHAYFAN Hamad,Male,1999-05-17,NA,Saudi Arabia,KSA,Football,FBL,NA,1.70/5'6''
ALTUKHOV Pavlo,Male,1995-12-23,NA,Ukraine,UKR,Canoe Sprint,CSP,NA,1.86/6'1''
ALVARADO Luciana,Female,2002-09-16,NA,Costa Rica,CRC,Artistic Gymnastics,GAR,NA,1.59/5'2''
ALVARADO Roberto,Male,1998-09-07,Mexico,Mexico,MEX,Football,FBL,NA,1.76/5'9''
ALVAREZ Anita,Female,1996-12-02,United States of America,United States of America,USA,Artistic Swimming,SWA,NA,1.70/5'6''
ALVAREZ AZNAR Eduardo,Male,1984-01-01,Spain,Spain,ESP,Equestrian,EQU,Spain,NA
ALVAREZ Dario,Male,1989-01-17,Dominican Republic,Dominican Republic,DOM,Baseball/Softball,BSB,NA,2.10/6'10''
ALVAREZ Eddy,Male,1990-01-30,United States of America,United States of America,USA,Baseball/Softball,BSB,United States of America,1.75/5'8''
ALVAREZ Jorge,Male,1989-08-03,Cuba,Cuba,CUB,Shooting,SHO,Cuba,NA
ALVAREZ Jorge,Male,1998-01-28,Honduras,Honduras,HON,Football,FBL,NA,1.72/5'7''
ALVAREZ Lazaro,Male,1991-01-28,Cuba,Cuba,CUB,Boxing,BOX,NA,NA
ALVAREZ Luis,Male,1991-04-13,NA,Mexico,MEX,Archery,ARC,NA,NA
ALVAREZ Luz,Female,1987-02-20,Colombia,Colombia,COL,Judo,JUD,Colombia,NA
ALVAREZ PIEDRAHITA Estefania,Female,1994-08-25,Colombia,Colombia,COL,Artistic Swimming,SWA,NA,NA
ALVAREZ Santiago,Male,1994-02-17,Argentina,Argentina,ARG,Rugby Sevens,RUG,Argentina,1.88/6'2''
ALVES Dani,Male,1983-05-06,Brazil,Brazil,BRA,Football,FBL,NA,1.72/5'7''
ALVES LOPES Marcia,Female,2001-12-06,Cape Verde,Cape Verde,CPV,Rhythmic Gymnastics,GRY,Portugal,1.61/5'3''
ALWADI Mohammad,Male,1985-08-17,Jordan,Jordan,JOR,Boxing,BOX,Jordan,NA
AL-WIR Amro,Male,2001-01-23,NA,Jordan,JOR,Swimming,SWM,NA,NA
ALY ELKAMASH Marwan,Male,1993-11-14,NA,Egypt,EGY,Swimming,SWM,United States of America,NA
AL-YAMANI Mokhtar,Male,1997-05-12,United States of America,Yemen,YEM,Swimming,SWM,NA,1.80/5'10''
ALYOUHA Yaqoub,Male,1993-01-31,NA,Kuwait,KUW,Athletics,ATH,NA,NA
ALZIGKOUZI KOMINEA Maria Elli Lela,Female,1995-03-21,Greece,Greece,GRE,Artistic Swimming,SWA,Greece,1.69/5'6''
ALZINI Martina,Female,1997-02-10,NA,Italy,ITA,Cycling Track,CTR,NA,NA
AMADOR Andrey,Male,1986-08-29,Costa Rica,Costa Rica,CRC,Cycling Road,CRD,NA,NA
AMAISTROAIE Madalina,Female,2002-12-09,NA,Romania,ROU,Archery,ARC,NA,NA
AMANKUL Abilkhan,Male,1997-07-29,Kazakhstan,Kazakhstan,KAZ,Boxing,BOX,Kazakhstan,NA
AMARE Girmaw,Male,1987-10-26,NA,Israel,ISR,Athletics,ATH,NA,NA
AMARIS Cesar,Male,1989-11-27,Venezuela,Venezuela,VEN,Rowing,ROW,NA,NA
AMB Kim,Male,1990-07-31,Sweden,Sweden,SWE,Athletics,ATH,Sweden,NA
AMBAKA Willy,Male,1990-05-14,NA,Kenya,KEN,Rugby Sevens,RUG,Kenya,1.89/6'2''
AMBALA Atuhaire Ogola,Male,2001-04-26,NA,Uganda,UGA,Swimming,SWM,NA,NA
AMBROCIO GREIFO Pool Edinson,Male,1990-12-04,NA,Peru,PER,Wrestling,WRE,NA,NA
AMDOUNI Morhad,Male,1988-06-21,France,France,FRA,Athletics,ATH,France,NA
AMER Mohamed,Male,1997-12-18,Egypt,Egypt,EGY,Fencing,FEN,Egypt,NA
AMES David,Male,1989-06-25,Great Britain,Great Britain,GBR,Hockey,HOC,Great Britain,1.88/6'2''
AMHA Selam,Female,1997-09-03,NA,Ethiopia,ETH,Cycling Road,CRD,NA,NA
AMIALIUSIK Alena,Female,1989-02-06,Belarus,Belarus,BLR,Cycling Road,CRD,NA,1.69/5'6''
AMIHERE Laeticia,Female,2001-07-10,Canada,Canada,CAN,Basketball,BKB,United States of America,1.86/6'1''
AMINE Myles Nazem,Male,1996-12-14,United States of America,San Marino,SMR,Wrestling,WRE,United States of America,NA
AMIRI Nadiem,NA,NA,NA,Germany,GER,NA,FBL,NA,NA
AMIT,Male,1995-10-16,India,India,IND,Boxing,BOX,India,NA
AMOAH Christian,Male,1999-07-25,Ghana,Ghana,GHA,Weightlifting,WLF,NA,NA
AMOAH Joseph Paul,NA,NA,NA,Ghana,GHA,NA,ATH,NA,NA
AMOE-TARRANT Charisma,Female,1999-05-26,Nauru,Australia,AUS,Weightlifting,WLF,Australia,NA
AMONDE Andrew,Male,1983-12-25,Kenya,Kenya,KEN,Rugby Sevens,RUG,NA,1.89/6'2''
AMORES CARUA Jhonatan Javier,Male,1998-08-29,NA,Ecuador,ECU,Athletics,ATH,NA,NA
AMORIM TALESKA Eduarda,Female,1986-09-23,NA,Brazil,BRA,Handball,HBL,NA,1.86/6'1''
AMOROS Emile,Male,1995-08-26,France,France,FRA,Sailing,SAL,France,1.78/5'10''
AMOS Nijel,Male,1994-03-15,Botswana,Botswana,BOT,Athletics,ATH,United States of America,NA
AMRI Marwa,Female,1989-01-08,Tunisia,Tunisia,TUN,Wrestling,WRE,Tunisia,NA
AMUKAMARA Promise,Female,1993-06-22,United States of America,Nigeria,NGR,Basketball,BKB,NA,1.75/5'8''
AMUSAN Tobi,Female,1997-04-23,Nigeria,Nigeria,NGR,Athletics,ATH,United States of America,NA
AN Baul,Male,1994-03-25,Republic of Korea,Republic of Korea,KOR,Judo,JUD,NA,NA
AN Changi,Male,1998-04-06,NA,Republic of Korea,KOR,Football,FBL,NA,1.87/6'1''
AN Changrim,Male,1994-03-02,Japan,Republic of Korea,KOR,Judo,JUD,NA,NA
AN Heji,Female,1997-02-12,Republic of Korea,Republic of Korea,KOR,Basketball,BKB,NA,1.64/5'4''
AN Hyejin,Female,1998-02-16,Republic of Korea,Republic of Korea,KOR,Volleyball,VVO,NA,1.75/5'8''
AN San,Female,2001-02-27,NA,Republic of Korea,KOR,Archery,ARC,NA,NA
AN Sehyeon,Female,1995-10-14,Republic of Korea,Republic of Korea,KOR,Swimming,SWM,Republic of Korea,NA
AN Seulki,Female,1992-05-29,NA,Republic of Korea,KOR,Athletics,ATH,NA,NA
AN Seyoung,Female,2002-02-05,Republic of Korea,Republic of Korea,KOR,Badminton,BDM,Republic of Korea,NA
ANA Andreea Beatrice,Female,2000-11-14,NA,Romania,ROU,Wrestling,WRE,Romania,1.62/5'3''
ANACAN Andrea,Female,1990-11-24,Philippines,New Zealand,NZL,Karate,KTE,New Zealand,NA
ANAGNOSTOPOULOU Chrysoula,Female,1991-08-27,NA,Greece,GRE,Athletics,ATH,NA,NA
ANAGOZ Yasemin,Female,1998-10-14,NA,Turkey,TUR,Archery,ARC,NA,NA
ANANI Kwadjo,Male,1999-12-13,Italy,Ghana,GHA,Judo,JUD,NA,NA
ANASTASAKIS Michail,Male,1994-12-03,NA,Greece,GRE,Athletics,ATH,NA,NA
ANASTASSIOU Lucie,Female,1993-01-10,France,France,FRA,Shooting,SHO,France,1.64/5'4''
ANCER Abraham,Male,1991-02-27,United States of America,Mexico,MEX,Golf,GLF,NA,1.74/5'8''
ANDERSEN Brooke,Female,1995-08-23,United States of America,United States of America,USA,Athletics,ATH,United States of America,NA
ANDERSON Andy,Male,1996-04-13,Canada,Canada,CAN,Skateboarding,SKB,Canada,NA
ANDERSON Britany,Female,2001-01-03,NA,Jamaica,JAM,Athletics,ATH,NA,NA
ANDERSON Doneisha,Female,2000-09-21,NA,Bahamas,BAH,Athletics,ATH,NA,NA
ANDERSON Freya,Female,2001-03-04,Great Britain,Great Britain,GBR,Swimming,SWM,Great Britain,NA
ANDERSON Haley,Female,1991-11-20,United States of America,United States of America,USA,Marathon Swimming,OWS,United States of America,NA
ANDERSON Lachlan,Male,1997-08-27,Australia,Australia,AUS,Rugby Sevens,RUG,Australia,1.87/6'1''
ANDERSON Matthew,Male,1987-04-18,United States of America,United States of America,USA,Volleyball,VVO,NA,2.02/6'7''
ANDERSON Shae,Female,1999-04-07,NA,United States of America,USA,Athletics,ATH,NA,1.70/5'6''
ANDERSON Yvonne,Female,1990-03-08,United States of America,Serbia,SRB,Basketball,BKB,NA,1.75/5'8''
ANDERSSON Jonna,Female,1993-01-02,Sweden,Sweden,SWE,Football,FBL,NA,1.67/5'5''
ANDERSSON Lasse,Male,1994-03-11,Denmark,Denmark,DEN,Handball,HBL,Germany,1.96/6'5''
ANDIA Mary Luz,Female,2000-11-09,Peru,Peru,PER,Athletics,ATH,Peru,NA
ANDINO Kolohe,Male,1994-03-22,United States of America,United States of America,USA,Surfing,SRF,United States of America,NA
ANDISON Bailey,Female,1997-11-13,Canada,Canada,CAN,Swimming,SWM,NA,NA
ANDO Elreen Ann,Female,1998-11-01,Philippines,Philippines,PHI,Weightlifting,WLF,Philippines,NA
ANDO Yuka,Female,1994-03-16,Japan,Japan,JPN,Athletics,ATH,NA,NA
ANDOH Mikiko,Female,1992-09-30,Japan,Japan,JPN,Weightlifting,WLF,Japan,1.55/5'1''
ANDRADE Jordin,Male,1992-05-05,United States of America,Cape Verde,CPV,Athletics,ATH,United States of America,NA
ANDRADE Rebeca,Female,1999-05-08,Brazil,Brazil,BRA,Artistic Gymnastics,GAR,Brazil,1.51/4'11''
ANDRE Angelica,Female,1994-10-13,Portugal,Portugal,POR,Marathon Swimming,OWS,Portugal,1.64/5'4''
ANDRE Sylvain,Male,1992-10-14,France,France,FRA,Cycling BMX Racing,BMX,France,NA
ANDRE Thiago,Male,1995-08-04,Brazil,Brazil,BRA,Athletics,ATH,Brazil,NA
ANDREEV Bozhidar Dimitrov,Male,1997-01-17,Bulgaria,Bulgaria,BUL,Weightlifting,WLF,Bulgaria,1.69/5'6''
ANDREEVA Irina,Female,1994-09-26,Russian Federation,ROC,ROC,Canoe Sprint,CSP,Russian Federation,1.64/5'4''
ANDREJCZYK Maria,Female,1996-03-09,Poland,Poland,POL,Athletics,ATH,Poland,NA
ANDREOLI Tatiana,Female,1999-01-01,NA,Italy,ITA,Archery,ARC,NA,NA
ANDRESSA,Female,1992-11-10,Brazil,Brazil,BRA,Football,FBL,NA,1.68/5'6''
ANDRESSINHA,Female,1995-05-01,Brazil,Brazil,BRA,Football,FBL,NA,1.60/5'2''
ANDREW Joshter,Male,1998-03-11,NA,Guam,GUM,Judo,JUD,Japan,NA
ANDREW Michael,Male,1999-04-18,United States of America,United States of America,USA,Swimming,SWM,United States of America,NA
ANDREWS Abby,Female,2000-11-28,Australia,Australia,AUS,Water Polo,WPO,NA,NA
ANDREWS Ellesse,Female,1999-12-31,NA,New Zealand,NZL,Cycling Track,CTR,NA,NA
ANDREWS-NAHU Kanah,Female,2001-01-18,New Zealand,New Zealand,NZL,Weightlifting,WLF,NA,NA
ANDRIANTSITOHAINA Eric Herman,Male,1991-07-21,Madagascar,Madagascar,MAD,Weightlifting,WLF,Madagascar,1.60/5'2''
ANDRIANTSITOHAINA Tojonirina Alain,Male,1995-02-26,Madagascar,Madagascar,MAD,Weightlifting,WLF,Madagascar,1.65/5'4''
ANDRODIAS Matthieu,Male,1990-06-11,France,France,FRA,Rowing,ROW,France,1.94/6'4''
ANDRULYTE Viktorija,Female,1992-04-16,NA,Lithuania,LTU,Sailing,SAL,Lithuania,NA
ANDRUSENKO Veronika,Female,1991-01-20,Russian Federation,ROC,ROC,Swimming,SWM,Russian Federation,NA
ANDUJAR Pablo,Male,1986-01-23,Spain,Spain,ESP,Tennis,TEN,Spain,1.80/5'10''
ANESTOR Sabiana,Female,1994-03-31,Haiti,Haiti,HAI,Judo,JUD,Haiti,NA
ANGELA Ramsey,Male,1999-11-06,NA,Netherlands,NED,Athletics,ATH,Netherlands,NA
ANGELDAL Filippa,Female,1997-07-14,NA,Sweden,SWE,Football,FBL,NA,1.70/5'6''
ANGELINA,Female,2000-01-26,United States of America,Brazil,BRA,Football,FBL,United States of America,1.64/5'4''
ANGHEL Roxana,Female,1998-01-01,Romania,Romania,ROU,Rowing,ROW,Romania,1.80/5'10''
ANGUAMEA Jesus,Male,1993-12-21,Mexico,Mexico,MEX,Baseball/Softball,BSB,NA,1.88/6'2''
ANGULO Jesus,Male,1998-01-30,Mexico,Mexico,MEX,Football,FBL,NA,1.78/5'10''
ANGULO Ricardo,Male,1997-02-20,Mexico,Mexico,MEX,Football,FBL,Mexico,1.70/5'6''
ANGULO Yuliana,Female,1994-07-06,Ecuador,Ecuador,ECU,Athletics,ATH,Germany,NA
ANGYAL Daniel,Male,1992-03-29,Hungary,Hungary,HUN,Water Polo,WPO,NA,NA
ANKUDINOFF Ashlee,Female,1990-08-20,NA,Australia,AUS,Cycling Track,CTR,NA,1.74/5'8''
ANNE Mame-Ibra,Male,1989-11-07,France,France,FRA,Athletics,ATH,France,NA
ANNEN Jolanda,Female,1992-09-11,NA,Switzerland,SUI,Triathlon,TRI,Switzerland,NA
ANOSHKIN Roman,Male,1987-08-31,NA,ROC,ROC,Canoe Sprint,CSP,NA,NA
ANSAH Owen,Male,2000-11-28,Germany,Germany,GER,Athletics,ATH,Germany,1.91/6'3''
ANSAH Sarfo,Male,1998-07-30,Ghana,Ghana,GHA,Athletics,ATH,NA,NA
ANSAH-PEPRAH Lucas,Male,2000-01-16,Germany,Germany,GER,Athletics,ATH,NA,NA
ANSELL Liam Paul,Male,1993-11-12,Great Britain,Great Britain,GBR,Hockey,HOC,NA,1.76/5'9''
ANSHU Anshu,Female,2001-08-05,NA,India,IND,Wrestling,WRE,India,NA
ANSLEY Giselle,Female,1992-03-31,Great Britain,Great Britain,GBR,Hockey,HOC,NA,1.78/5'10''
ANTILL Caleb,Male,1995-08-08,Australia,Australia,AUS,Rowing,ROW,Australia,1.88/6'2''
ANTOGNELLI Quentin,Male,1994-08-15,Monaco,Monaco,MON,Rowing,ROW,Great Britain,NA
ANTOMARCHI Kaliema,Female,1988-04-25,Cuba,Cuba,CUB,Judo,JUD,NA,NA
ANTON Elizabeth,Female,1998-12-12,NA,New Zealand,NZL,Football,FBL,NA,1.73/5'8''
ANTONIA FERREIRA Jaqueline,Female,1987-03-05,Brazil,Brazil,BRA,Weightlifting,WLF,Brazil,NA
ANTONIOU Kalia,Female,2000-04-06,Cyprus,Cyprus,CYP,Swimming,SWM,NA,NA
ANTONIOU Nikolas,Male,2004-01-20,NA,Cyprus,CYP,Swimming,SWM,Cyprus,NA
ANTONOVA Nataliia,Female,1995-05-25,NA,ROC,ROC,Cycling Track,CTR,NA,1.78/5'10''
ANTONSEN Anders,Male,1997-04-27,Denmark,Denmark,DEN,Badminton,BDM,Denmark,1.86/6'1''
ANTONY,Male,2000-02-24,Brazil,Brazil,BRA,Football,FBL,Brazil,1.72/5'7''
ANTONY Alex,Male,1994-09-03,NA,India,IND,Athletics,ATH,India,NA
ANTOSOVA Lenka,Female,1991-09-27,Czech Republic,Czech Republic,CZE,Rowing,ROW,Czech Republic,1.77/5'9''
ANTUNA Uriel,Male,1997-08-21,Mexico,Mexico,MEX,Football,FBL,NA,1.67/5'5''
ANTUNOVIC Andela,Female,2002-10-22,NA,Montenegro,MNE,Swimming,SWM,Montenegro,NA
ANVEGARD Anna,Female,1997-05-10,NA,Sweden,SWE,Football,FBL,NA,1.67/5'5''
ANWARI Fahim,Male,1999-05-05,NA,Afghanistan,AFG,Swimming,SWM,Afghanistan,NA
ANYANACHO Elizabeth Oluchi,Female,1999-04-09,NA,Nigeria,NGR,Taekwondo,TKW,Nigeria,NA
ANZANI Simone,Male,1992-02-24,Italy,Italy,ITA,Volleyball,VVO,Italy,2.04/6'8''
AOKI Chika,Female,1990-02-21,Japan,Japan,JPN,Fencing,FEN,Japan,NA
AOKI Masumi,Female,1994-04-16,Japan,Japan,JPN,Athletics,ATH,Japan,NA
AOKI Reona,Female,1995-02-24,Japan,Japan,JPN,Swimming,SWM,Japan,1.68/5'6''
AOKI Ryoma,Male,1997-06-16,Japan,Japan,JPN,Athletics,ATH,NA,NA
AOKI Yukito,Male,2003-09-04,Japan,Japan,JPN,Skateboarding,SKB,NA,NA
AOKUSO Paulo,Male,1997-05-20,NA,Australia,AUS,Boxing,BOX,NA,NA
AOYAGI Koyo,Male,1993-12-11,Japan,Japan,JPN,Baseball/Softball,BSB,NA,1.83/6'0''
AOYAMA Hanae,Female,2002-08-26,NA,Japan,JPN,Athletics,ATH,NA,1.67/5'5''
AOYAMA Shuko,Female,1987-12-19,Japan,Japan,JPN,Tennis,TEN,NA,1.55/5'1''
APAK Esref,Male,1982-01-03,Turkey,Turkey,TUR,Athletics,ATH,NA,NA
APETZ Nadine,Female,1986-01-03,Germany,Germany,GER,Boxing,BOX,Germany,NA
APITHY Bolade,Male,1985-08-21,France,France,FRA,Fencing,FEN,NA,NA
APOLONIA Tiago,Male,1986-07-28,Portugal,Portugal,POR,Table Tennis,TTE,Portugal,NA
APOSTALON Anika,Female,1995-02-09,United States of America,Czech Republic,CZE,Swimming,SWM,NA,NA
APPEL CHEUICHE Marcio,Male,1979-01-01,Brazil,Brazil,BRA,Equestrian,EQU,Brazil,NA
APPEL Max,Male,1996-03-19,Germany,Germany,GER,Rowing,ROW,Germany,1.94/6'4''
APPLE Zach,Male,1997-04-23,United States of America,United States of America,USA,Swimming,SWM,NA,NA
APPS Olivia,Female,1998-12-01,NA,Canada,CAN,Rugby Sevens,RUG,NA,1.65/5'4''
APRAHAMIAN Alain,Male,1988-01-26,NA,Uruguay,URU,Judo,JUD,Spain,NA
AQUILLA Adelaide,Female,1999-03-03,United States of America,United States of America,USA,Athletics,ATH,NA,NA
AQUINO Rckaela Maree Ramos,Female,1999-07-04,NA,Guam,GUM,Wrestling,WRE,Guam,NA
AR RASYID Muhd Noor Firdaus,Male,1996-10-22,NA,Brunei Darussalam,BRU,Athletics,ATH,NA,NA
ARADILLAS Stefania,Female,1994-09-15,Mexico,Mexico,MEX,Baseball/Softball,BSB,NA,NA
ARAFI Rababe,Female,1991-01-12,Morocco,Morocco,MAR,Athletics,ATH,Morocco,NA
ARAGA Ryutaro,Male,1990-10-16,Japan,Japan,JPN,Karate,KTE,NA,NA
ARAI Atsushi,Male,1994-02-03,Japan,Japan,JPN,Water Polo,WPO,NA,1.68/5'6''
ARAI Chizuru,Female,1993-11-01,NA,Japan,JPN,Judo,JUD,NA,NA
